	Player	Position	Comp	Age	Min	Goals	GoalsPer90	Asists	Asists	GoalAstPer90	TacklesWon	TklDribbling	Blocks	SuccPressRatio	CompletedPasses	PassCompRatio	TotDistPass	ProgDistPass	90s	SCA	SCA90	ShootPass	ShootDrib	GCA	GCA90	AssistPass	AssistDrib	Crosses	PenaltyWon	AerialWonRate	ShootOnTarget	ShootPer90	GoalPerShoot
11649	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	6	6	18	35.4	669	86.5	15987	4442	12.3	7	0.57	7	0	0	0.00	0	0	0	0	66.7	0	0.08	0.00
11650	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	6	6	18	35.4	669	86.5	15987	4442	12.3	7	0.57	7	0	0	0.00	0	0	1	0	51.9	0	0.00	
11651	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	6	6	18	35.4	669	86.5	15987	4442	12.3	7	0.57	7	0	0	0.00	0	0	1	0	51.9	0	0.08	0.00
11652	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	8	8	24	38.0	776	93.5	17688	6316	10.7	4	0.37	4	0	0	0.00	0	0	0	0	66.7	0	0.00	
11653	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	8	8	24	38.0	776	93.5	17688	6316	10.7	4	0.37	4	0	0	0.00	0	0	0	0	66.7	0	0.08	0.00
11654	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	8	8	24	38.0	776	93.5	17688	6316	10.7	4	0.37	4	0	0	0.00	0	0	1	0	51.9	0	0.00	
11655	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	8	8	24	38.0	776	93.5	17688	6316	10.7	4	0.37	4	0	0	0.00	0	0	1	0	51.9	0	0.08	0.00
11656	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	8	8	24	38.0	776	93.5	17688	6316	12.3	7	0.57	7	0	0	0.00	0	0	0	0	66.7	0	0.00	
11657	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	8	8	24	38.0	776	93.5	17688	6316	12.3	7	0.57	7	0	0	0.00	0	0	0	0	66.7	0	0.08	0.00
11658	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	8	8	24	38.0	776	93.5	17688	6316	12.3	7	0.57	7	0	0	0.00	0	0	1	0	51.9	0	0.00	
11659	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	8	8	24	38.0	776	93.5	17688	6316	12.3	7	0.57	7	0	0	0.00	0	0	1	0	51.9	0	0.08	0.00
11660	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	8	8	24	38.0	669	86.5	15987	4442	10.7	4	0.37	4	0	0	0.00	0	0	0	0	66.7	0	0.00	
11661	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	8	8	24	38.0	669	86.5	15987	4442	10.7	4	0.37	4	0	0	0.00	0	0	0	0	66.7	0	0.08	0.00
11662	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	8	8	24	38.0	669	86.5	15987	4442	10.7	4	0.37	4	0	0	0.00	0	0	1	0	51.9	0	0.00	
11663	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	8	8	24	38.0	669	86.5	15987	4442	10.7	4	0.37	4	0	0	0.00	0	0	1	0	51.9	0	0.08	0.00
11664	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	8	8	24	38.0	669	86.5	15987	4442	12.3	7	0.57	7	0	0	0.00	0	0	0	0	66.7	0	0.00	
11665	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	8	8	24	38.0	669	86.5	15987	4442	12.3	7	0.57	7	0	0	0.00	0	0	0	0	66.7	0	0.08	0.00
11666	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	8	8	24	38.0	669	86.5	15987	4442	12.3	7	0.57	7	0	0	0.00	0	0	1	0	51.9	0	0.00	
11667	Kevin Vogt	DF	de Bundesliga	27	960	0	0.00	0	0.00	0.00	8	8	24	38.0	669	86.5	15987	4442	12.3	7	0.57	7	0	0	0.00	0	0	1	0	51.9	0	0.08	0.00
11668	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	6	6	18	35.4	776	93.5	17688	6316	10.7	4	0.37	4	0	0	0.00	0	0	0	0	66.7	0	0.00	
11669	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	6	6	18	35.4	776	93.5	17688	6316	10.7	4	0.37	4	0	0	0.00	0	0	0	0	66.7	0	0.08	0.00
11670	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	6	6	18	35.4	776	93.5	17688	6316	10.7	4	0.37	4	0	0	0.00	0	0	1	0	51.9	0	0.00	
11671	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	6	6	18	35.4	776	93.5	17688	6316	10.7	4	0.37	4	0	0	0.00	0	0	1	0	51.9	0	0.08	0.00
11672	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	6	6	18	35.4	776	93.5	17688	6316	12.3	7	0.57	7	0	0	0.00	0	0	0	0	66.7	0	0.00	
11673	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	6	6	18	35.4	776	93.5	17688	6316	12.3	7	0.57	7	0	0	0.00	0	0	0	0	66.7	0	0.08	0.00
11674	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	6	6	18	35.4	776	93.5	17688	6316	12.3	7	0.57	7	0	0	0.00	0	0	1	0	51.9	0	0.00	
11675	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	6	6	18	35.4	776	93.5	17688	6316	12.3	7	0.57	7	0	0	0.00	0	0	1	0	51.9	0	0.08	0.00
11676	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	6	6	18	35.4	669	86.5	15987	4442	10.7	4	0.37	4	0	0	0.00	0	0	0	0	66.7	0	0.00	
11677	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	6	6	18	35.4	669	86.5	15987	4442	10.7	4	0.37	4	0	0	0.00	0	0	0	0	66.7	0	0.08	0.00
11678	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	6	6	18	35.4	669	86.5	15987	4442	10.7	4	0.37	4	0	0	0.00	0	0	1	0	51.9	0	0.00	
11679	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	6	6	18	35.4	669	86.5	15987	4442	10.7	4	0.37	4	0	0	0.00	0	0	1	0	51.9	0	0.08	0.00
11680	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	6	6	18	35.4	669	86.5	15987	4442	12.3	7	0.57	7	0	0	0.00	0	0	0	0	66.7	0	0.00	
11681	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	6	6	18	35.4	669	86.5	15987	4442	12.3	7	0.57	7	0	0	0.00	0	0	0	0	66.7	0	0.08	0.00
11682	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	6	6	18	35.4	669	86.5	15987	4442	12.3	7	0.57	7	0	0	0.00	0	0	1	0	51.9	0	0.00	
11683	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	6	6	18	35.4	669	86.5	15987	4442	12.3	7	0.57	7	0	0	0.00	0	0	1	0	51.9	0	0.08	0.00
11684	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	8	8	24	38.0	776	93.5	17688	6316	10.7	4	0.37	4	0	0	0.00	0	0	0	0	66.7	0	0.00	
11685	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	8	8	24	38.0	776	93.5	17688	6316	10.7	4	0.37	4	0	0	0.00	0	0	0	0	66.7	0	0.08	0.00
11686	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	8	8	24	38.0	776	93.5	17688	6316	10.7	4	0.37	4	0	0	0.00	0	0	1	0	51.9	0	0.00	
11687	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	8	8	24	38.0	776	93.5	17688	6316	10.7	4	0.37	4	0	0	0.00	0	0	1	0	51.9	0	0.08	0.00
11688	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	8	8	24	38.0	776	93.5	17688	6316	12.3	7	0.57	7	0	0	0.00	0	0	0	0	66.7	0	0.00	
11689	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	8	8	24	38.0	776	93.5	17688	6316	12.3	7	0.57	7	0	0	0.00	0	0	0	0	66.7	0	0.08	0.00
11690	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	8	8	24	38.0	776	93.5	17688	6316	12.3	7	0.57	7	0	0	0.00	0	0	1	0	51.9	0	0.00	
11691	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	8	8	24	38.0	776	93.5	17688	6316	12.3	7	0.57	7	0	0	0.00	0	0	1	0	51.9	0	0.08	0.00
11692	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	8	8	24	38.0	669	86.5	15987	4442	10.7	4	0.37	4	0	0	0.00	0	0	0	0	66.7	0	0.00	
11693	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	8	8	24	38.0	669	86.5	15987	4442	10.7	4	0.37	4	0	0	0.00	0	0	0	0	66.7	0	0.08	0.00
11694	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	8	8	24	38.0	669	86.5	15987	4442	10.7	4	0.37	4	0	0	0.00	0	0	1	0	51.9	0	0.00	
11695	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	8	8	24	38.0	669	86.5	15987	4442	10.7	4	0.37	4	0	0	0.00	0	0	1	0	51.9	0	0.08	0.00
11696	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	8	8	24	38.0	669	86.5	15987	4442	12.3	7	0.57	7	0	0	0.00	0	0	0	0	66.7	0	0.00	
11697	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	8	8	24	38.0	669	86.5	15987	4442	12.3	7	0.57	7	0	0	0.00	0	0	0	0	66.7	0	0.08	0.00
11698	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	8	8	24	38.0	669	86.5	15987	4442	12.3	7	0.57	7	0	0	0.00	0	0	1	0	51.9	0	0.00	
11699	Kevin Vogt	DF,MF	de Bundesliga	27	1,105	0	0.00	0	0.00	0.00	8	8	24	38.0	669	86.5	15987	4442	12.3	7	0.57	7	0	0	0.00	0	0	1	0	51.9	0	0.08	0.00
11700	Jake Vokins	DF	eng Premier League	19	90	0	0.00	0	0.00	0.00	0	1	1	46.2	60	82.2	958	340	1.0	1	1.00	1	0	0	0.00	0	0	4	0		0	1.00	0.00
11701	Kevin Volland	FW	de Bundesliga	27	2,047	10	0.44	7	0.31	0.75	11	3	22	30.3	429	71.0	6712	1634	22.7	76	3.34	55	8	16	0.70	10	3	35	0	37.3	32	3.30	0.13
11702	Mario Vrančić	MF	eng Premier League	30	636	1	0.14	0	0.00	0.14	15	14	14	23.5	337	78.0	5876	1753	7.1	22	3.11	16	0	0	0.00	0	0	5	0	40.9	3	1.98	0.07
11703	Stefan de Vrij	DF	it Serie A	27	2,830	4	0.13	3	0.10	0.22	25	12	57	31.8	1525	92.7	35293	8277	31.4	23	0.73	22	0	3	0.10	3	0	0	0	66.4	6	0.64	0.20
11704	Giacomo Vrioni	FW	it Serie A	20	12	0	0.00	0	0.00	0.00	0	0	0	0.0	2	100.0	52	0	0.1	0	0.00	0	0	0	0.00	0	0	0	0		0	0.00	
11705	Šime Vrsaljko	DF	es La Liga	27	362	0	0.00	1	0.25	0.25	4	6	12	39.5	113	66.9	1949	901	4.0	3	0.75	3	0	1	0.25	1	0	14	0	84.2	0	0.00	
11706	Nikola Vukčević	MF	es La Liga	27	1,569	0	0.00	2	0.11	0.11	24	11	25	22.8	576	87.9	11400	2365	17.4	13	0.75	10	0	3	0.17	3	0	1	0	51.4	1	0.23	0.00
11707	Matěj Vydra	FW	eng Premier League	27	819	2	0.22	1	0.11	0.33	2	2	12	25.5	102	73.9	1143	177	9.1	21	2.31	13	4	3	0.33	1	2	5	0	28.8	10	1.98	0.11
11708	Molla Wagué	DF	fr Ligue 1	28	682	0	0.00	0	0.00	0.00	14	6	16	35.6	259	85.2	5358	1436	7.6	6	0.79	5	0	3	0.40	2	0	2	0	81.1	0	0.26	0.00
11709	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	5	0	3	22.9	118	79.2	1905	506	1.0	0	0.00	0	0	0	0.00	0	0	6	0		0	0.45	0.00
11710	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	5	0	3	22.9	118	79.2	1905	506	1.0	0	0.00	0	0	0	0.00	0	0	6	0		0	0.00	
11711	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	5	0	3	22.9	118	79.2	1905	506	1.0	0	0.00	0	0	0	0.00	0	0	7	0	40.0	0	0.45	0.00
11712	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	5	0	3	22.9	118	79.2	1905	506	1.0	0	0.00	0	0	0	0.00	0	0	7	0	40.0	0	0.00	
11713	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	5	0	3	22.9	118	79.2	1905	506	2.2	7	3.15	5	1	2	0.90	1	0	6	0		0	0.45	0.00
11714	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	5	0	3	22.9	118	79.2	1905	506	2.2	7	3.15	5	1	2	0.90	1	0	6	0		0	0.00	
11715	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	5	0	3	22.9	118	79.2	1905	506	2.2	7	3.15	5	1	2	0.90	1	0	7	0	40.0	0	0.45	0.00
11716	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	5	0	3	22.9	118	79.2	1905	506	2.2	7	3.15	5	1	2	0.90	1	0	7	0	40.0	0	0.00	
11717	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	5	0	3	22.9	63	77.8	1044	263	1.0	0	0.00	0	0	0	0.00	0	0	6	0		0	0.45	0.00
11718	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	5	0	3	22.9	63	77.8	1044	263	1.0	0	0.00	0	0	0	0.00	0	0	6	0		0	0.00	
11719	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	5	0	3	22.9	63	77.8	1044	263	1.0	0	0.00	0	0	0	0.00	0	0	7	0	40.0	0	0.45	0.00
11720	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	5	0	3	22.9	63	77.8	1044	263	1.0	0	0.00	0	0	0	0.00	0	0	7	0	40.0	0	0.00	
11721	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	5	0	3	22.9	63	77.8	1044	263	2.2	7	3.15	5	1	2	0.90	1	0	6	0		0	0.45	0.00
11722	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	5	0	3	22.9	63	77.8	1044	263	2.2	7	3.15	5	1	2	0.90	1	0	6	0		0	0.00	
11723	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	5	0	3	22.9	63	77.8	1044	263	2.2	7	3.15	5	1	2	0.90	1	0	7	0	40.0	0	0.45	0.00
11724	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	5	0	3	22.9	63	77.8	1044	263	2.2	7	3.15	5	1	2	0.90	1	0	7	0	40.0	0	0.00	
11725	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	3	2	0	37.5	118	79.2	1905	506	1.0	0	0.00	0	0	0	0.00	0	0	6	0		0	0.45	0.00
11726	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	3	2	0	37.5	118	79.2	1905	506	1.0	0	0.00	0	0	0	0.00	0	0	6	0		0	0.00	
11727	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	3	2	0	37.5	118	79.2	1905	506	1.0	0	0.00	0	0	0	0.00	0	0	7	0	40.0	0	0.45	0.00
11728	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	3	2	0	37.5	118	79.2	1905	506	1.0	0	0.00	0	0	0	0.00	0	0	7	0	40.0	0	0.00	
11729	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	3	2	0	37.5	118	79.2	1905	506	2.2	7	3.15	5	1	2	0.90	1	0	6	0		0	0.45	0.00
11730	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	3	2	0	37.5	118	79.2	1905	506	2.2	7	3.15	5	1	2	0.90	1	0	6	0		0	0.00	
11731	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	3	2	0	37.5	118	79.2	1905	506	2.2	7	3.15	5	1	2	0.90	1	0	7	0	40.0	0	0.45	0.00
11732	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	3	2	0	37.5	118	79.2	1905	506	2.2	7	3.15	5	1	2	0.90	1	0	7	0	40.0	0	0.00	
11733	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	3	2	0	37.5	63	77.8	1044	263	1.0	0	0.00	0	0	0	0.00	0	0	6	0		0	0.45	0.00
11734	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	3	2	0	37.5	63	77.8	1044	263	1.0	0	0.00	0	0	0	0.00	0	0	6	0		0	0.00	
11735	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	3	2	0	37.5	63	77.8	1044	263	1.0	0	0.00	0	0	0	0.00	0	0	7	0	40.0	0	0.45	0.00
11736	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	3	2	0	37.5	63	77.8	1044	263	1.0	0	0.00	0	0	0	0.00	0	0	7	0	40.0	0	0.00	
11737	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	3	2	0	37.5	63	77.8	1044	263	2.2	7	3.15	5	1	2	0.90	1	0	6	0		0	0.45	0.00
11738	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	3	2	0	37.5	63	77.8	1044	263	2.2	7	3.15	5	1	2	0.90	1	0	6	0		0	0.00	
11739	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	3	2	0	37.5	63	77.8	1044	263	2.2	7	3.15	5	1	2	0.90	1	0	7	0	40.0	0	0.45	0.00
11740	Moussa Wagué	DF	fr Ligue 1	20	200	0	0.00	2	0.90	0.90	3	2	0	37.5	63	77.8	1044	263	2.2	7	3.15	5	1	2	0.90	1	0	7	0	40.0	0	0.00	
11741	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	5	0	3	22.9	118	79.2	1905	506	1.0	0	0.00	0	0	0	0.00	0	0	6	0		0	0.45	0.00
11742	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	5	0	3	22.9	118	79.2	1905	506	1.0	0	0.00	0	0	0	0.00	0	0	6	0		0	0.00	
11743	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	5	0	3	22.9	118	79.2	1905	506	1.0	0	0.00	0	0	0	0.00	0	0	7	0	40.0	0	0.45	0.00
11744	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	5	0	3	22.9	118	79.2	1905	506	1.0	0	0.00	0	0	0	0.00	0	0	7	0	40.0	0	0.00	
11745	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	5	0	3	22.9	118	79.2	1905	506	2.2	7	3.15	5	1	2	0.90	1	0	6	0		0	0.45	0.00
11746	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	5	0	3	22.9	118	79.2	1905	506	2.2	7	3.15	5	1	2	0.90	1	0	6	0		0	0.00	
11747	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	5	0	3	22.9	118	79.2	1905	506	2.2	7	3.15	5	1	2	0.90	1	0	7	0	40.0	0	0.45	0.00
11748	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	5	0	3	22.9	118	79.2	1905	506	2.2	7	3.15	5	1	2	0.90	1	0	7	0	40.0	0	0.00	
11749	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	5	0	3	22.9	63	77.8	1044	263	1.0	0	0.00	0	0	0	0.00	0	0	6	0		0	0.45	0.00
11750	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	5	0	3	22.9	63	77.8	1044	263	1.0	0	0.00	0	0	0	0.00	0	0	6	0		0	0.00	
11751	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	5	0	3	22.9	63	77.8	1044	263	1.0	0	0.00	0	0	0	0.00	0	0	7	0	40.0	0	0.45	0.00
11752	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	5	0	3	22.9	63	77.8	1044	263	1.0	0	0.00	0	0	0	0.00	0	0	7	0	40.0	0	0.00	
11753	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	5	0	3	22.9	63	77.8	1044	263	2.2	7	3.15	5	1	2	0.90	1	0	6	0		0	0.45	0.00
11754	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	5	0	3	22.9	63	77.8	1044	263	2.2	7	3.15	5	1	2	0.90	1	0	6	0		0	0.00	
11755	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	5	0	3	22.9	63	77.8	1044	263	2.2	7	3.15	5	1	2	0.90	1	0	7	0	40.0	0	0.45	0.00
11756	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	5	0	3	22.9	63	77.8	1044	263	2.2	7	3.15	5	1	2	0.90	1	0	7	0	40.0	0	0.00	
11757	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	3	2	0	37.5	118	79.2	1905	506	1.0	0	0.00	0	0	0	0.00	0	0	6	0		0	0.45	0.00
11758	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	3	2	0	37.5	118	79.2	1905	506	1.0	0	0.00	0	0	0	0.00	0	0	6	0		0	0.00	
11759	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	3	2	0	37.5	118	79.2	1905	506	1.0	0	0.00	0	0	0	0.00	0	0	7	0	40.0	0	0.45	0.00
11760	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	3	2	0	37.5	118	79.2	1905	506	1.0	0	0.00	0	0	0	0.00	0	0	7	0	40.0	0	0.00	
11761	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	3	2	0	37.5	118	79.2	1905	506	2.2	7	3.15	5	1	2	0.90	1	0	6	0		0	0.45	0.00
11762	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	3	2	0	37.5	118	79.2	1905	506	2.2	7	3.15	5	1	2	0.90	1	0	6	0		0	0.00	
11763	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	3	2	0	37.5	118	79.2	1905	506	2.2	7	3.15	5	1	2	0.90	1	0	7	0	40.0	0	0.45	0.00
11764	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	3	2	0	37.5	118	79.2	1905	506	2.2	7	3.15	5	1	2	0.90	1	0	7	0	40.0	0	0.00	
11765	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	3	2	0	37.5	63	77.8	1044	263	1.0	0	0.00	0	0	0	0.00	0	0	6	0		0	0.45	0.00
11766	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	3	2	0	37.5	63	77.8	1044	263	1.0	0	0.00	0	0	0	0.00	0	0	6	0		0	0.00	
11767	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	3	2	0	37.5	63	77.8	1044	263	1.0	0	0.00	0	0	0	0.00	0	0	7	0	40.0	0	0.45	0.00
11768	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	3	2	0	37.5	63	77.8	1044	263	1.0	0	0.00	0	0	0	0.00	0	0	7	0	40.0	0	0.00	
11769	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	3	2	0	37.5	63	77.8	1044	263	2.2	7	3.15	5	1	2	0.90	1	0	6	0		0	0.45	0.00
11770	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	3	2	0	37.5	63	77.8	1044	263	2.2	7	3.15	5	1	2	0.90	1	0	6	0		0	0.00	
11771	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	3	2	0	37.5	63	77.8	1044	263	2.2	7	3.15	5	1	2	0.90	1	0	7	0	40.0	0	0.45	0.00
11772	Moussa Wagué	DF	es La Liga	20	90	0	0.00	0	0.00	0.00	3	2	0	37.5	63	77.8	1044	263	2.2	7	3.15	5	1	2	0.90	1	0	7	0	40.0	0	0.00	
11773	Wakaso	MF	es La Liga	29	1,283	0	0.00	0	0.00	0.00	28	10	24	26.3	351	71.9	8398	2061	14.3	8	0.56	6	0	0	0.00	0	0	18	0	45.9	1	0.98	0.00
11774	Walace	MF	it Serie A	24	1,139	0	0.00	0	0.00	0.00	25	15	35	26.1	611	89.3	11042	2591	12.7	23	1.82	21	0	1	0.08	1	0	2	0	65.0	3	0.79	0.00
11775	Theo Walcott	MF,FW	eng Premier League	30	1,287	2	0.14	3	0.21	0.35	8	5	18	23.8	266	65.7	4309	1263	14.3	32	2.24	24	3	4	0.28	3	0	40	0	28.0	10	1.96	0.07
11776	Luca Waldschmidt	FW,MF	de Bundesliga	23	1,268	7	0.50	1	0.07	0.57	6	3	16	27.8	276	77.5	4615	958	14.1	37	2.63	24	5	6	0.43	4	1	5	1	23.8	9	2.77	0.10
11777	Kyle Walker	DF	eng Premier League	29	2,392	1	0.04	4	0.15	0.19	23	19	31	39.5	1884	87.9	38492	8516	26.6	49	1.84	45	3	6	0.23	6	0	50	0	46.5	3	0.49	0.08
11778	Kyle Walker-Peters	DF	eng Premier League	22	703	0	0.00	0	0.00	0.00	8	7	24	29.6	337	77.3	5293	1548	7.8	7	0.90	6	0	1	0.13	0	0	8	0	16.7	0	0.26	0.00
11779	Kyle Walker-Peters	DF	eng Premier League	22	703	0	0.00	0	0.00	0.00	8	7	24	29.6	337	77.3	5293	1548	7.8	7	0.90	6	0	1	0.13	0	0	8	0	16.7	0	0.37	0.00
